"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy","profit","actualProfit"
"382",5103,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","D",84,5,3.6,1.2,246,76,"Average","owner-occupied",51.398197,-0.244174,137,16,4,"motspur park","Thames Water",67300,"Kingston upon Thames","rail",0,1,0,0.2964078,420000,505097.451272634,0.202612979220557,0,0.202612979220557,0
"383",13324,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM5","E",88,3,5.4,2.5,349,161,"Poor","owner-occupied",51.366945,-0.159605,8,39,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.4095026,292000,351089.43424796,0.202361076191643,0,0.202361076191643,0
"384",3624,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",111,5,3,1.4,155,70,"Average","rental (private)",51.598533,-0.022645,120,15,3,"walthamstow central","Thames Water",54500,"Waltham Forest","tube",1,0,1,1.1700962,604000,726126.879599136,0.202196820528371,0,0.202196820528371,0
"385",9097,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E10","E",106,6,5.4,2.2,290,120,"Average","owner-occupied",51.577072,-0.005363,102,26,3,"leyton midland road","Thames Water",50300,"Waltham Forest","light_rail",0,0,1,0.5928156,511000,614194.908195559,0.201946982770175,0,0.201946982770175,0
"386",15252,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SE22","D",44,2,2.5,1.3,327,173,"Poor","owner-occupied",51.453159,-0.062036,115,36,3,"honor oak park","Thames Water",59400,"Southwark","light_rail",0,0,1,0.9979684,379000,455370.681718359,0.201505756512822,0,0.201505756512822,0
"387",5648,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA8","D",93,4,3.9,1.3,218,72,"Poor","owner-occupied",51.475969,0.160954,107,50,6,"barnehurst","Thames Water",51300,"Bexley","rail",0,1,0,0.947635,285000,342143.303794568,0.200502820331818,0,0.200502820331818,0
"388",15331,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","C",83,3,2.6,1.2,179,80,"Good","owner-occupied",51.565737,-0.408132,39,40,5,"ruislip gardens","Affinity Water",59800,"Hillingdon","tube",1,0,0,0.742573,388000,465710.360554562,0.200284434418973,0,0.200284434418973,0
"389",10983,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",104,4,3.7,1.4,202,76,"Average","owner-occupied",51.405261,-0.207609,123,17,4,"south merton","Thames Water",72900,"Merton","rail",0,1,0,0.2504242,590000,707388.279567541,0.198963185707696,0,0.198963185707696,0
"390",12543,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","F",88,5,9.1,1.2,608,73,"Average","owner-occupied",51.66455,-0.075384,44,36,5,"enfield town","Thames Water",59500,"Enfield","light_rail",0,0,1,0.9700054,397000,475732.299975413,0.19831813595822,0,0.19831813595822,0
"391",704,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE25","C",93,4,3,1.1,180,66,"Average","owner-occupied",51.399562,-0.061485,93,40,3,"harrington road","Thames Water",48100,"Croydon","light_rail",0,0,1,0.080782,345000,413379.818177641,0.198202371529394,0,0.198202371529394,0
"392",3971,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W2","C",32,2,1.1,0.8,202,141,"Very Poor","rental (private)",51.513627,-0.182895,53,30,1,"bayswater","Thames Water",66700,"Westminster","tube",2,0,0,0.4958772,438000,524764.783090672,0.19809311207916,0,0.19809311207916,0
"393",6676,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN5","E",126,6,9.5,2.4,424,107,"Average","owner-occupied",51.64961,-0.205129,41,107,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.8680958,650000,778723.214361431,0.198035714402201,0,0.198035714402201,0
"394",2347,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N11","C",49,2,1.8,1.6,212,187,"Good","owner-occupied",51.615268,-0.139825,53,54,4,"new southgate","Thames Water",52600,"Barnet","rail",0,1,0,0.2460744,221000,264533.794822565,0.196985496934684,0,0.196985496934684,0
"395",5522,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",151,6,5.3,2.3,199,86,"Poor","owner-occupied",51.45582,-0.310774,106,10,4,"st margarets","Thames Water",70200,"Richmond upon Thames","rail",0,1,0,0.55926,1026000,1228027.66772688,0.196908058213331,0,0.196908058213331,0
"396",8681,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",66,3,2.8,2.2,240,191,"Good","owner-occupied",51.443464,-0.052751,96,53,3,"forest hill","Thames Water",66600,"Lewisham","light_rail",0,1,1,0.2355106,337000,403305.709484179,0.196752847134061,0,0.196752847134061,0
"397",5811,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",66,4,2.5,0.9,216,74,"Good","owner-occupied",51.42275,0.009788,107,43,4,"sundridge park","Thames Water",53700,"Bromley","rail",0,1,0,0.9115938,286000,342262.503866153,0.196722041490045,0,0.196722041490045,0
"398",1267,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W8","E",237,9,13,6.2,310,147,"Very Poor","owner-occupied",51.497848,-0.195307,37,12,1,"high street kensington","Thames Water",69200,"Kensington and Chelsea","tube",2,0,0,0.5729308,3686000,4405478.08335715,0.195192100748006,0,0.195192100748006,0
"399",314,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N2","F",120,7,10,3.3,477,154,"Poor","owner-occupied",51.592133,-0.162266,87,99,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.3610334,778000,929673.134966148,0.194952615637722,0,0.194952615637722,0
"400",2041,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM3","C",136,7,4.3,2.6,162,96,"Poor","owner-occupied",51.590778,0.231405,139,39,6,"harold wood","Essex & Suffolk Water",51900,"Havering","rail",0,1,0,0.4063956,498000,594885.54586331,0.194549288882148,0,0.194549288882148,0
"401",7715,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW17","F",76,5,4.6,0.5,358,37,"Average","owner-occupied",51.42244,-0.153936,125,24,3,"tooting","Thames Water",59800,"Wandsworth","rail",0,1,0,0.4455438,441000,526629.619553269,0.194171472909907,0,0.194171472909907,0
"402",1052,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",85,4,4,1.3,267,82,"Average","owner-occupied",51.603907,0.051944,79,20,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,1.0340096,408000,486810.52562671,0.193163053006643,0,0.193163053006643,0
"403",10813,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",98,4,3.4,1.6,185,84,"Good","owner-occupied",51.549416,0.214482,101,19,6,"hornchurch","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.7133672,361000,430625.106884448,0.192867332089883,0,0.192867332089883,0
"404",13927,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","C",71.1,3,2.1,2,194,191,"Good","owner-occupied",51.463968,-0.190871,65,8,2,"wandsworth town","Thames Water",75500,"Wandsworth","rail",0,1,0,0.2908152,529000,630700.355036906,0.192250198557477,0,0.192250198557477,0
"405",15921,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE16","C",132,5,3.4,2,147,85,"Good","owner-occupied",51.497585,-0.037808,102,4,2,"surrey quays","Thames Water",63300,"Southwark","light_rail",0,0,1,0.6344494,932000,1110377.85413732,0.191392547357644,0,0.191392547357644,0
"406",15350,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB8","F",114,5,10,1.6,504,80,"Very Poor","owner-occupied",51.537322,-0.481975,85,36,6,"uxbridge","Affinity Water",45800,"Hillingdon","tube",2,0,0,0.8320546,415000,494300.517543734,0.191085584442732,0,0.191085584442732,0
"407",8830,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","B",43,2,1.7,1.5,228,211,"Good","owner-occupied",51.40058,-0.041042,94,36,4,"elmers end","Thames Water",59500,"Bromley","light_rail",0,1,1,0.5816304,203000,241765.881765451,0.19096493480518,0,0.19096493480518,0
"408",14964,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",163,7,8.6,4.3,298,149,"Average","owner-occupied",51.478142,0.066944,129,75,4,"woolwich arsenal","Thames Water",58800,"Greenwich","light_rail",0,1,1,1.0476804,703000,837121.950187701,0.190785135402136,0,0.190785135402136,0
"409",8649,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",87,5,3.3,1,213,63,"Average","owner-occupied",51.403391,-0.061898,56,45,3,"harrington road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.4592146,396000,471039.240999173,0.189493032826194,0,0.189493032826194,0
"410",11561,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",67,3,3.6,0.9,303,77,"Poor","owner-occupied",51.477188,0.115851,35,59,4,"welling","Thames Water",57600,"Bexley","rail",0,1,0,1.1265982,316000,375788.648116812,0.189204582648138,0,0.189204582648138,0
"411",10491,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","E",183,7,13,4.1,395,125,"Average","owner-occupied",51.60896,-0.337286,40,83,5,"headstone lane","Affinity Water",56200,"Brent","light_rail",0,0,1,1.5336152,781000,928306.521680239,0.188612703815927,0,0.188612703815927,0
"412",14434,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"N14","D",150,6,7.3,2.4,274,89,"Average","owner-occupied",51.624538,-0.129001,87,63,4,"arnos grove","Thames Water",61300,"Enfield","tube",1,0,0,0.83889,750000,891446.955413797,0.18859594055173,0,0.18859594055173,0
"413",15822,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",65,4,3.1,0.7,266,60,"Good","owner-occupied",51.436234,-0.419673,66,15,6,"feltham","Affinity Water",53500,"Hounslow","rail",0,1,0,1.1539398,289000,343191.4150081,0.187513546740832,0,0.187513546740832,0
"414",11113,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE3","G",91,4,8.3,2.6,536,170,"Poor","owner-occupied",51.469227,0.020627,76,38,3,"kidbrooke","Thames Water",67800,"Greenwich","rail",0,1,0,1.280084,553000,656571.480477535,0.187290199778545,0,0.187290199778545,0
"415",8539,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE17","E",57.3,3,4.3,3.2,390,291,"Average","owner-occupied",51.490409,-0.092882,46,7,2,"elephant and castle","Thames Water",43300,"Southwark","tube",3,1,0,0.7226882,333000,395156.580009662,0.18665639642541,0,0.18665639642541,0
"416",10122,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG7","D",81,4,3.2,2,227,137,"Average","rental (private)",51.614699,0.109702,57,64,4,"grange hill","Thames Water",41800,"Redbridge","tube",1,0,0,0.925886,316000,374911.473668076,0.18642871413948,0,0.18642871413948,0
"417",833,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",85,4,4.4,2,296,133,"Average","owner-occupied",51.601779,0.001756,154,37,4,"highams park","Thames Water",62400,"Redbridge","light_rail",0,0,1,0.6319638,444000,526763.297852318,0.186403823991706,0,0.186403823991706,0
"418",4598,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","C",177,6,4.2,2.7,134,85,"Good","owner-occupied",51.463341,-0.157569,120,24,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.7637006,1398000,1658516.00317559,0.186349072371668,0,0.186349072371668,0
"419",14529,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","D",70,2,3.2,1.8,241,135,"Average","owner-occupied",51.360699,-0.081325,68,82,3,"lloyd park","Thames Water",61500,"Croydon","light_rail",0,0,1,0.4182022,264000,313085.342217142,0.185929326580082,0,0.185929326580082,0
"420",12562,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA0","C",59,2,1.5,1.4,142,136,"Average","owner-occupied",51.551654,-0.296625,79,38,4,"wembley central","Affinity Water",48900,"Brent","tube",2,1,1,0.1037738,229000,271445.744976986,0.185352598152776,0,0.185352598152776,0
"421",6097,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W5","D",145,6,4.8,2.1,189,81,"Average","owner-occupied",51.499478,-0.311984,86,21,3,"northfields","Thames Water",65700,"Ealing","tube",1,0,0,0.2771444,907000,1075072.85739232,0.185306347731337,0,0.185306347731337,0
"422",13992,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","D",119,6,5.6,2.7,266,126,"Average","owner-occupied",51.583373,-0.306039,100,45,4,"kenton","Affinity Water",60700,"Brent","tube",2,0,1,0.4554862,593000,702776.835059094,0.185121138379585,0,0.185121138379585,0
"423",10078,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N11","D",74.9,3,2,2,178,175,"Good","rental (private)",51.61777,-0.142066,60,59,4,"new southgate","Affinity Water",51100,"Barnet","rail",0,1,0,0.270309,328000,388450.052475472,0.184298940474001,0,0.184298940474001,0
"424",11532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",110,3,3.6,2.2,173,105,"Average","owner-occupied",51.42529,-0.212464,50,46,3,"wimbledon","Thames Water",68500,"Merton","tube",1,1,1,0.3361774,642000,759738.902086716,0.183393928483981,0,0.183393928483981,0
"425",14935,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","D",280,9,10,4.9,227,109,"Good","owner-occupied",51.51859,-0.314146,106,43,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.484692,1695000,2005574.32094958,0.183229687875857,0,0.183229687875857,0
"426",8208,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",87,4,3.8,1.3,247,85,"Average","owner-occupied",51.627131,-0.265078,73,71,5,"edgware","Affinity Water",53800,"Barnet","tube",1,0,0,1.1825242,474000,560585.462374978,0.182669751845945,0,0.182669751845945,0
"427",11148,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",120,6,7,3.2,332,150,"Average","owner-occupied",51.404223,-0.264138,96,17,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5114122,609000,720145.463306742,0.182504865856719,0,0.182504865856719,0
"428",3041,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",93,4,5.3,1.2,294,67,"Average","owner-occupied",51.552025,0.227245,74,16,6,"hornchurch","Essex & Suffolk Water",54600,"Havering","tube",1,0,0,0.5642312,378000,446712.092429963,0.181778022301489,0,0.181778022301489,0
"429",6515,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"TW1","E",288,10,13,9.7,254,189,"Good","owner-occupied",51.455475,-0.328741,45,12,5,"twickenham","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.4262804,1949000,2302107.76509292,0.181173814824483,0,0.181173814824483,0
"430",10822,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG6","C",105,5,3.5,1.4,187,75,"Average","owner-occupied",51.601414,0.077593,57,49,4,"fairlop","Thames Water",51500,"Redbridge","tube",1,0,0,0.879281,420000,496056.896822413,0.181087849577173,0,0.181087849577173,0
"431",10772,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG6","D",54,2,2.4,1.8,249,189,"Average","rental (social)",51.610508,0.120702,81,44,4,"hainault","Thames Water",41800,"Redbridge","tube",1,0,0,1.4963312,185000,218432.164092582,0.180714400500442,0,0.180714400500442,0
"432",8625,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM12","D",41,2,3.2,2.5,457,354,"Average","owner-occupied",51.554922,0.220534,58,23,6,"hornchurch","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.1702636,176000,207568.322106907,0.179365466516517,0,0.179365466516517,0
"433",11126,NA,NA,"T","N","F",NA,NA,NA,"STROUD GREEN",NA,NA,"N4","D",184,6,7.4,3.7,228,112,"Poor","owner-occupied",51.571664,-0.113181,83,40,3,"crouch hill","Thames Water",58000,"Hackney","light_rail",0,0,1,0.214383,1109000,1307734.91474972,0.179201906897851,0,0.179201906897851,0
"434",10276,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","E",76,4,5.7,2.2,425,162,"Average","owner-occupied",51.429637,0.048859,41,62,4,"mottingham","Thames Water",45800,"Greenwich","rail",0,1,0,1.065701,277000,326525.538753695,0.178792558677598,0,0.178792558677598,0
"435",1976,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E4","D",115,6,5.4,2.2,265,105,"Average","owner-occupied",51.616051,-0.028586,67,14,4,"angel road","Thames Water",46900,"Waltham Forest","rail",0,1,0,1.0725364,442000,520190.271764632,0.176901067340796,0,0.176901067340796,0
"436",672,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N12","C",47,2,2.3,1.8,286,225,"Average","owner-occupied",51.613249,-0.177359,58,94,4,"woodside park","Affinity Water",51100,"Barnet","tube",1,0,0,0.7164742,176000,207074.13994112,0.17655761330182,0,0.17655761330182,0
"437",607,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",63,4,3.8,0.9,318,75,"Good","rental (private)",51.561882,0.186018,87,9,6,"elm park","Essex & Suffolk Water",49900,"Havering","tube",1,0,0,1.3807508,289000,340016.688608767,0.176528334286392,0,0.176528334286392,0
"438",5901,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",78,4,3.6,1.6,258,110,"Average","owner-occupied",51.359478,0.102421,95,94,6,"chelsfield","Thames Water",61600,"Bromley","rail",0,1,0,0.344877,414000,486783.71543514,0.17580607593029,0,0.17580607593029,0
"439",7705,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW10","D",73,3,3,1.8,230,143,"Very Poor","owner-occupied",51.487829,-0.176056,122,14,1,"south kensington","Thames Water",58100,"Kensington and Chelsea","tube",3,0,0,0.6735976,1039000,1220531.20413708,0.174717232085738,0,0.174717232085738,0
"440",1194,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","D",48,2,2.6,2.2,306,259,"Poor","rental (private)",51.551314,-0.191634,37,63,2,"west hampstead thameslink","Thames Water",64100,"Brent","rail",0,1,0,0.1851772,379000,445116.419139824,0.174449654722492,0,0.174449654722492,0
"441",11391,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW14","D",59,3,2.9,1.3,251,114,"Very Poor","owner-occupied",51.469812,-0.266364,48,10,3,"mortlake","Thames Water",66100,"Richmond upon Thames","rail",0,1,0,0.0633828,373000,438046.592844837,0.174387648377578,0,0.174387648377578,0
"442",9086,NA,NA,"S","N","F",NA,NA,NA,"CRAYFORD",NA,NA,"DA1","D",56.89,5,4.8,3.9,275,221,"Average","rental (private)",51.459524,0.188436,139,14,6,"slade green","Thames Water",49600,"Bexley","rail",0,1,0,0.9109724,274000,321551.051966296,0.173543985278453,0,0.173543985278453,0
"443",13716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",71,3,3.6,2.4,290,195,"Poor","rental (private)",51.461653,-0.173199,132,19,2,"clapham junction","Thames Water",65900,"Wandsworth","light_rail",0,1,1,0.3585478,507000,594673.202536116,0.172925448789183,0,0.172925448789183,0
"444",9856,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","E",74,4,5.9,2.6,448,195,"Average","owner-occupied",51.600663,-0.27091,70,59,4,"burnt oak","Affinity Water",53500,"Barnet","tube",1,0,0,0.4150952,436000,511379.589870841,0.172888967593671,0,0.172888967593671,0
"445",3382,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW20","C",124,4,2.6,2.2,118,100,"Average","owner-occupied",51.418799,-0.22441,37,55,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.8506966,770000,902806.201905972,0.172475586890873,0,0.172475586890873,0
"446",416,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE25","C",89,4,2.7,1.1,169,64,"Average","rental (private)",51.395169,-0.064977,105,42,3,"arena","Thames Water",48100,"Croydon","light_rail",0,0,1,0.4530006,340000,398242.14804626,0.171300435430177,0,0.171300435430177,0
"447",3241,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N16","D",58,3,2.6,1.4,252,140,"Average","rental (private)",51.560751,-0.086392,62,32,2,"stoke newington","Thames Water",50400,"Hackney","light_rail",0,0,1,0.9035156,373000,436828.416167858,0.171121759163157,0,0.171121759163157,0
"448",2306,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N11","D",91,5,4.5,1.2,284,75,"Average","owner-occupied",51.614052,-0.125041,47,38,3,"bounds green","Thames Water",52200,"Barnet","tube",1,0,0,0.4741282,521000,609987.772540155,0.17080186667976,0,0.17080186667976,0
"449",2352,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E5","C",64,3,1.7,1.7,157,158,"Good","rental (private)",51.564743,-0.048697,NA,9,2,"clapton","Thames Water",44600,"Hackney","light_rail",0,0,1,0.4399512,342000,400412.560729031,0.170796961195997,0,0.170796961195997,0
"450",5237,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",57.12,3,2.6,2.2,236,197,"Good","owner-occupied",51.443387,-0.195099,45,10,3,"earlsfield","Thames Water",76700,"Wandsworth","rail",0,1,0,0.478478,410000,480003.769058254,0.170740900142082,0,0.170740900142082,0
"451",12615,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E12","D",155,6,6.7,3.7,211,107,"Poor","owner-occupied",51.563873,0.03896,79,17,3,"manor park","Thames Water",59100,"Redbridge","rail",0,1,0,0.9277502,738000,863924.300022963,0.170629132822442,0,0.170629132822442,0
"452",2314,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW12","D",61,3,2.8,0.8,259,71,"Poor","owner-occupied",51.450093,-0.157441,78,25,3,"wandsworth common","Thames Water",77300,"Wandsworth","rail",0,1,0,0.5816304,553000,646693.531351264,0.169427723962503,0,0.169427723962503,0
"453",5336,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM13","D",149,7,5,2.6,176,88,"Good","owner-occupied",51.525202,0.214159,76,11,6,"rainham","Essex & Suffolk Water",49000,"Havering","rail",0,2,0,1.401257,535000,625349.46138392,0.168877497913869,0,0.168877497913869,0
"454",3430,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM6","F",195,8,13,5.7,378,168,"Very Poor","owner-occupied",51.351403,-0.153705,69,81,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,1.0265528,757000,884694.198083646,0.168684541722122,0,0.168684541722122,0
"455",6804,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE26","B",56.92,3,1.3,1.3,134,134,"Good","rental (social)",51.427234,-0.037227,90,32,4,"lower sydenham","Thames Water",43700,"Lewisham","rail",0,1,0,0.444301,204000,238380.753454187,0.168533105167585,0,0.168533105167585,0
"456",5713,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",65,3,1.9,1.7,164,148,"Good","owner-occupied",51.514979,-0.029798,52,8,2,"westferry","Thames Water",58600,"Tower Hamlets","light_rail",0,0,1,0.5679596,321000,375080.779296539,0.168475947964295,0,0.168475947964295,0
"457",7064,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW2","D",266,9,13,7.8,223,130,"Average","rental (private)",51.441259,-0.112586,31,58,3,"tulse hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.3939676,1283000,1498642.36499929,0.168076667965148,0,0.168076667965148,0
"458",6603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA2","D",67,3,2.6,1.5,224,131,"Average","owner-occupied",51.593732,-0.351009,91,55,5,"harrow and wealdstone","Affinity Water",63700,"Harrow","tube",2,1,1,0.8152768,306000,356937.451633536,0.166462260240315,0,0.166462260240315,0
"459",14577,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE18","C",49,3,2.1,2,245,225,"Average","rental (private)",51.494732,0.049069,77,6,3,"woolwich dockyard","Thames Water",52000,"Greenwich","rail",0,1,0,0.5704452,207000,241230.507460672,0.165364770341411,0,0.165364770341411,0
"460",5702,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","C",121.75,7,4,3.2,195,157,"Good","rental (social)",51.42147,-0.025464,148,36,4,"lower sydenham","Thames Water",56300,"Bromley","rail",0,1,0,0.5051982,545000,634813.179547597,0.164794824857976,0,0.164794824857976,0
"461",1936,NA,NA,"F","N","L",NA,NA,NA,"STOKE NEWINGTON",NA,NA,"N16","B",50.71,2,1.8,1.8,235,235,"Good","owner-occupied",51.567165,-0.080466,81,27,2,"stoke newington","Thames Water",50400,"Hackney","light_rail",0,0,1,0.4778566,335000,390118.519859627,0.164532895103365,0,0.164532895103365,0
"462",15095,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE18","D",59.45,3,2.3,2.3,220,214,"Good","rental (private)",51.491561,0.066818,188,17,4,"woolwich arsenal","Thames Water",52000,"Greenwich","light_rail",0,1,1,0.1466504,222000,258262.162899504,0.16334307612389,0,0.16334307612389,0
"463",14143,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E14","D",116,6,4.7,2.1,211,92,"Average","rental (private)",51.499594,-0.007638,137,2,2,"crossharbour and london arena","Thames Water",68500,"Tower Hamlets","light_rail",0,0,1,0.5182476,747000,868227.81114784,0.162286226436199,0,0.162286226436199,0
"464",3550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","D",53,3,2.3,1.6,247,174,"Average","owner-occupied",51.482283,-0.204159,151,7,2,"fulham broadway","Thames Water",56600,"Hammersmith and Fulham","tube",1,0,0,0.4424368,443000,514787.42172129,0.16204835603,0,0.16204835603,0
"465",10355,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA15","F",55,2,6.4,5.6,689,597,"Average","rental (private)",51.442288,0.098279,145,35,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,0.6872684,227000,263754.106724747,0.161912364426199,0,0.161912364426199,0
"466",4767,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA2","D",67.76,4,4,4,308,308,"Good","rental (private)",51.558198,-0.375779,31,40,5,"northolt","Affinity Water",52200,"Harrow","tube",1,0,0,1.0016968,367000,426195.896537356,0.161296720810233,0,0.161296720810233,0
"467",15176,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE12","D",72,3,3.1,1.3,248,102,"Very Poor","owner-occupied",51.453385,0.013162,58,20,3,"lee","Thames Water",63700,"Lewisham","rail",0,1,0,0.2802514,341000,395997.027752166,0.161281606311336,0,0.161281606311336,0
"468",12729,NA,NA,"S","N","L",NA,NA,NA,NA,NA,NA,"DA15","D",59,3,2.4,1.8,232,169,"Average","owner-occupied",51.452133,0.105898,114,42,4,"welling","Thames Water",51000,"Bexley","rail",0,1,0,1.4689896,256000,297088.686767429,0.16050268268527,0,0.16050268268527,0
"469",6207,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",129,6,5.2,2.8,230,122,"Average","owner-occupied",51.40718,-0.052366,75,40,3,"avenue road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.1820702,582000,675268.805022368,0.160255678732591,0,0.160255678732591,0
